Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,IND,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,40.50636568,40.77144879,41.06494037,41.33374209,41.49559239,41.51870318,41.61359945,41.54966473,41.37611547,41.16750901,40.96476101,40.86689392,40.74367779,40.59612928,40.41095047,40.18451121,40.09231347,39.93224125,39.72919837,39.51538089,39.30840001,39.21804457,39.12302143,39.01363646,38.86831061,38.67696101,38.60524334,38.45155645,38.23939226,37.99689872,37.73541248,37.50826087,37.25084652,36.95976577,36.62722859,36.25324824,35.90302023,35.5208528,35.10981187,34.67579371,34.22566389,33.85054253,33.44513612,33.02337213,32.60241301,32.19079425,31.83278404,31.4810283,31.12672056,30.74926044,30.33591629,29.94789446,29.5007534,29.01753039,28.53486026,28.07269996,27.5825054,27.15045757,26.7473383,26.33128696,
India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,161,158.8,156.6,154.6,152.6,150.9,149.2,147.6,146,144.3,142.6,140.6,138.6,136.3,133.8,131,127.9,124.6,121.1,117.8,114.5,111.4,108.5,105.8,103.2,100.8,98.4,95.9,93.4,90.9,88.6,86.4,84.3,82.2,80.1,78,75.8,73.6,71.3,69,66.7,64.4,62.2,60,57.8,55.7,53.7,51.6,49.4,47.3,45.1,43,40.9,38.8,36.9,34.9,33.1,31.4,29.7,28.3,
India,IND,Refugee population by country or territory of origin,SM.POP.REFG.OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,197,406,1021,1491,3266,5011,7546,8918,9663,9846,11397,11560,14349,13703,13335,16275,17797,20455,19551,19496,17766,16226,14245,11032,10431,9882,7288,7926,9586,11979,
India,IND,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.079500198,,,,,,7.96750021,,,,,5.806200027,,,,,4.997300148,,5.166600227,,,,,,9.952300072,,
India,IND,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94039917,,,,,,19.51180077,,,,,22.71220016,,,,,20.61529922,,18.01819992,,,,,,16.39900017,,
India,IND,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,82.6,,,,,,,,
India,IND,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.87,,,,,17.62,,,,,17.36,,14.89,,,,,,,,
India,IND,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06499958,13.94699955,13.60400009,13.33199978,13.25300026,13.1260004,12.91600037,12.90100002,12.82800007,12.55599976,12.76599979,12.88199997,13.13700008,13.19499969,13.32299995,12.81099987,12.34399986,11.70800018,11.42199993,11.00500011,10.69200039,10.47299957,10.07400036,9.664999962,9.237999916,8.80300045,8.357000351,7.94299984,7.631999969,7.360000134
India,IND,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26539993,,,,,,29.95669937,,,,,31.28470039,,,,,25.30209923,,22.48489952,,,,,,19.72750092,,
India,IND,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.61699677,75.55200195,75.43699646,75.46099854,75.41000366,75.45800018,74.98699951,74.83999634,74.66200256,74.38700104,73.93699646,73.28399658,72.88600159,71.73400116,71.0530014,70.44100189,69.44300079,67.99700165,67.89900208,66.98100281,63.31800079,59.9640007,59.22100067,58.62200165,58.35200119,57.68099976,56.43999863,55.52799988,54.53900146,53.60499954
India,IND,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,16.1,,,,,,16.2,,,,,,,,,,,15.4,,,,,15.2,,15.2,,,,,,,,,
India,IND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.47399139,98.48840332,101.5170441,103.8416367,111.8549347,117.4139023,122.5512848,130.2191925,135.1582947,143.1177521,145.8560028,150.496521,163.8089294,197.2826691,205.9676056,220.7387085,233.0078278,253.3224182,,,
India,IND,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.089396715,,,3.290690899,2.981418848,,3.245893955,2.095592976,,2.079191685,,2.126902103,,,,,,,,,
India,IND,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,,38.3,,,,,
India,IND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,301,,,250,,,210,,,180,170,,,,,,,
India,IND,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,67,,,,,,,69,,,,,,,,76.9,,78.1,,,,
India,IND,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,
India,IND,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,22.3,,,,,21.2,,,,,20,19.8,,,,
India,IND,Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220385,219884,219679,219630,219969,220409,220917,221491,222016,222710,223188,223391,223599,223796,223337,221958,219623,216270,211791,206309,200144,193064,185328,177347,169158,161479,155389,151323,148431,146669,
India,IND,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,,,,19.2,,,,
India,IND,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18634,14.84075,13.73107,,11.35044,,,,,,7.58993,7.49038,9.0303,9.40785,9.79172,,,,,,,
India,IND,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88246155,,74.72828674,
India,IND,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,,219193,227892,224607,,231470,243589,399128,404720,,543949,425224,533105,543589,585579,,677164,730300,741715,765022,,,,826906,853752,780682,731012,770688,,557310,618116,513548,619303,710376,740942,742330,749510,742331,829377,,,,,1501452,1590879,1754880,1762522,2300769,,,
India,IND,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,8.166339874,,,,,,,,,,24.25045013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.13063812,,,,,,,,,
India,IND,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,1376176,1413221,1467031,1484589,1546696,1559137,,,1599182,,,,,,,,,,,,,,,,,,,,2774647,2840314,2835044,2832912,3038204,,,,,,,,3918312,,4367637,4404451,4398590,4140250,4373417,,4339390,
India,IND,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,,10.66953,,,,,,,,,,,,,,,,,,,6.67404,,,,,,,,,,6.67404,6.67404,6.58967,5.95137,,,,5.93806,5.88516,5.93806,5.76262,5.94128,6.83633,9.95841,,,,,,,
India,IND,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
India,IND,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.289799988,,0.294499993,,,0.33318001,0.359109998,0.36056,0.380490005,0.377579987,0.389380008,0.419270009,0.418289989,0.418830007,0.449550003,0.462550014,0.459589988,0.497480005,0.503880024,0.520219982,0.534720004,,,,0.56862998,0.610570014,0.617299974,,,0.661979973,0.689059973,0.703960001,0.686550021,0.680779994,0.71758002,0.733399987,0.710280001,,0.717920005,0.740559995,0.798579991,,0.95095998,0.997489989,1.003509998,1.014979959,1.040210009,1.065080047,1.102830052,
India,IND,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.56444553,,,,,,,,,
India,IND,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.086461171,,,,,2.314483656,,,,,,,,,,,
India,IND,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,58800058.8,73500073.5,71400071.4,88200088.2,81900081.9,165896682.1,128571428.6,136000000,170666666.7,166666666.7,164000000,219038916.4,199208340.9,244181610.1,343547820.9,610164790.7,826779141.4,1193576642,1269771636,2010796890,2859568214,2487289180,2624554698,2690043735,2608776121,2305228235,2327454737,2698076107,2653228982,2279383522,2067582249,3826482752,4250453404,5265221924,8094860452,6608053266,12385073012,11777718572,10280489371,12260985550,12873012225,15382147710,16367565245,21579892280,20469021940,24521385205,29747953016,41604095309,44182016628,52085524527,53114423799,63625303882,64342361848,65438936628,66262699612,63096416888,56571757323,62949474754,70611990921,72209535058,
India,IND,GNI per capita (current LCU),NY.GNP.PCAP.CN,389.7758488,404.3165534,425.7055442,479.2148822,547.2118507,564.9109227,625.4680769,717.5858055,744.2721171,802.1773668,838.1433334,877.4734563,945.526443,1125.067529,1299.056149,1363.457787,1436.235287,1590.881725,1685.623986,1811.361945,2108.981595,2415.699337,2630.567763,2990.680258,3270.126817,3609.376849,3947.26575,4382.744269,5073.226897,5700.068361,6510.691178,7317.436191,8243.100719,9315.385267,10728.48027,12367.16196,14065.37929,15307.1119,17237.443,19005.01009,20037.87323,21350.46303,22645.97877,24937.15184,28008.95207,31421.90195,36220.03121,41228.11873,45651.43176,51969.0425,61190.79905,69260.05809,77637.72886,86611.79163,95094.85667,103897.0335,113833.7097,126346.5394,138759.9585,147562.9495,
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.046068787,0.056691147,0.046520843,0.056222382,0.18139829,0.40399675,0.54092324,0.642375941,0.640818064,1.530952822,1.024494369,1.600616497,1.368012049,1.702543123,1.775660986,2.072589972,0.972489173,1.117256445,0.816713518,1.432306404,1.784390089,1.239366278,0.963092274,1.009517533,0.842746034,0.933577439,1.004643404,0.9094499,0.49133633,0.720404391,1.207700535,0.881099343,0.890128294,0.918595562,1.07004676,1.331139295,1.381449173,1.177026973,1.596915206,0.675750232,0.803782282,1.328326219,1.298134771,1.156487855,0.925942274,0.353606122,0.234729325,0.321649688,0.454268524,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883875,39232435784,42161481859,48421923459,56480289941,59554854575,45865462034,50134942203,53085455871,58447995017,62422483055,67350988021,71463193830,85515269586,99525899116,98472796457,1.02717E+11,1.21487E+11,1.373E+11,1.52992E+11,1.86325E+11,1.93491E+11,2.00715E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.96589E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65275E+12,2.71317E+12,2.87514E+12,
India,IND,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,5433346647,8983917524,9304394852,9807197838,11122018393,12135102045,13605744648,13585003902,14563562784,13266165151,15725068061,15763118242,21276675101,26154805735,30954896200,37364764718,30462181358,36675285211,36330927471,49908472234,56910776925,61085580613,66764465886,66012192775,73000657055,72073088508,73170054467,84581293021,1.14447E+11,1.53616E+11,1.83579E+11,2.26782E+11,3.01204E+11,2.67949E+11,3.11595E+11,4.07064E+11,4.13749E+11,4.18341E+11,4.06465E+11,4.33445E+11,4.36717E+11,4.44683E+11,5.22643E+11,4.95407E+11,,
India,IND,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,13153066.37,43952337.71,46696140.88,60706838.89,171066155,405937481.1,510222303.5,657118386.5,714524428.6,1604788472,1279259158,2389111777,2373955720,2990871738,3016031002,3987891144,2021392954,2426996909,2030356849,3541368452,4355665567,2690778997,2170947736,2122664033,2169375107,2946654498,3318980329,3161344904,1926672562,2785014795,4590593216,3928243999,4040536703,4878711841,7485629021,9540132403,11402330296,13037142369,19608618612,10234834148,15080813159,25448412092,22871030040,19818240718,17537649233,9177178639,7783543811,11438048544,15539174623,,
India,IND,"Services, value added (current US$)",NV.SRV.TOTL.CD,11350817414,11999928024,13279599264,14662081603,16674483077,18098286309,13807531875,14552694182,15521825109,16713664199,18316295994,20151161481,21293185756,24258199402,29548126948,30640339299,32289004647,37269502436,42314011847,48285817385,57446418608,60093769118,64331000840,68829069520,68900853822,77311099795,84654682692,95934861311,1.00186E+11,1.01329E+11,1.09537E+11,94740616406,1.01493E+11,1.00311E+11,1.15088E+11,1.29342E+11,1.42079E+11,1.56635E+11,1.62955E+11,1.84223E+11,1.90723E+11,2.03904E+11,2.21205E+11,2.6184E+11,2.99783E+11,3.46974E+11,3.93276E+11,5.10182E+11,5.32261E+11,6.02807E+11,7.48446E+11,8.28433E+11,8.46217E+11,8.67065E+11,9.7516E+11,1.0073E+12,1.0889E+12,1.27097E+12,,,
India,IND,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,8.539505188,7.279411765,9.458533242,6.914750872,0.928714859,0.787532123,0.38657674,5.538713642,10.72898067,2.348734488,3.2675709,3.92039801,4.449125495,2.915113366,2.10807601,8.769991277,6.223600492,12.35214174,-3.221181847,0.194426442,8.16962718,3.288152771,10.2319887,4.207971013,3.187489764,5.494239512,5.600021718,8.496312398,8.839417253,4.773545514,-2.398463799,3.090183464,8.591341073,10.82118324,15.46146293,9.501276781,0.051186908,3.131843593,5.393774515,7.299097849,2.270325195,6.866763609,6.336610321,7.383253312,9.349088691,17.78779232,6.980588732,4.663615482,10.96762978,7.695106465,3.125056239,5.453083306,4.96584744,7.895669766,13.05939358,7.926821421,6.620075725,5.744558539,0.851350255,
India,IND,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Changes in inventories (current LCU),NE.GDI.STKB.CN,2176930562,-1813977570,936164257,-1464833659,-1034065839,2071323745,5166082444,-1355497516,-7292599290,-157347491.6,5229361665,5106271273,-5063120459,21185861860,20950033012,10590270687,6098419072,8566739229,43430765316,25658763347,20609487466,16634502199,-630993873.8,-11724039309,4537689554,24205746219,-26150583675,-14258651429,66346790888,73746528153,1.4649E+11,-40574192700,18466479900,64075753400,3.93839E+11,3.20024E+11,2.11563E+11,4.27859E+11,2.05196E+11,1.88993E+11,-10360515300,-9.04E+11,-4.22E+11,74375862800,1.29275E+12,1.50786E+12,1.75033E+12,2.44724E+12,9.86611E+11,2.72899E+12,3.66637E+12,2.07983E+12,2.14524E+12,1.44621E+12,3.12698E+12,2.62477E+12,1.38083E+12,2.51062E+12,3.20076E+12,3.39252E+12,
India,IND,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,109.6478808,107.9246765,108.7331103,106.1188493,106.4073757,109.1857315,111.7689262,110.2393027,104.4202014,104.8534524,105.2850535,107.5579183,105.7431084,106.971977,109.4822421,106.1797776,103.9424393,105.0597699,109.2355064,108.1224494,108.5756674,106.5986412,106.3013029,105.6840219,105.9908869,106.5631212,106.7888911,107.4282068,106.8411036,105.8069973,106.9855423,102.0684718,101.9914833,100.853443,102.4682594,102.0321705,100.9276741,103.0593984,102.3351904,105.4712688,102.3659999,102.5667053,101.5588624,101.8837375,104.8432256,105.8206626,104.8097183,107.5534537,105.0658471,107.5317917,105.9527644,106.8820683,105.4922257,101.9641283,102.8363795,101.5523018,99.77652107,100.5854007,102.1115743,102.2191632,
India,IND,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,268.2129083,267.3881606,265.42324,269.6923091,279.9435117,274.4231667,272.2575776,281.7076098,283.062752,287.3213546,290.6011401,289.6413421,284.9483712,285.2248516,278.4405148,287.4997397,286.5516354,302.8973916,314.14333,300.1298427,319.6753015,325.91447,321.5971932,338.6093855,340.4625516,346.7467767,349.8323489,354.0062564,368.1145705,378.3112904,387.0882224,387.4545418,389.5638731,398.5657495,409.8933826,426.5823293,451.1122987,455.9955063,476.7881879,496.7237232,504.8040365,525.687577,531.7173071,553.9980665,573.3100822,606.3989263,626.5693216,662.1246506,681.5463568,705.6052987,742.9248143,787.8468846,820.7774806,870.3626412,915.4642875,977.0718643,1045.056863,1105.877209,1172.80539,1222.940182,
India,IND,Military expenditure (current LCU),MS.MIL.XPND.CN,3246500000,3563750000,5073500000,8549750000,9460250000,10123750000,10563500000,11158000000,11901500000,12685750000,13747250000,16896250000,18965250000,19586750000,23457500000,27838500000,29523750000,30384750000,32573250000,37295250000,42623500000,50903500000,59587250000,68983250000,79046000000,93594250000,1.20299E+11,1.40988E+11,1.57909E+11,1.71825E+11,1.84435E+11,1.96096E+11,2.09502E+11,2.51678E+11,2.78616E+11,3.16309E+11,3.50954E+11,4.16328E+11,4.91837E+11,5.98279E+11,6.42104E+11,6.88952E+11,7.16986E+11,7.60891E+11,9.17141E+11,1.01749E+12,1.08519E+12,1.16829E+12,1.43578E+12,1.87436E+12,2.10752E+12,2.31644E+12,2.52314E+12,2.77774E+12,3.10726E+12,3.29071E+12,3.80575E+12,4.20943E+12,4.52931E+12,5.00571E+12,
India,IND,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,2842,5704,7880,10941,15313,50723,164791,254032,531807,
India,IND,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61589404,3.655599787,3.91017992,4.038161429,3.8,3.8,3.8,3.9,4.264724089,4.3,4.6,,,
